PetID,PetType,Breed,Color,Size,Gender,pet_details,pet_characteristics
1139,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
1140,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1141,Cat,Persian,Gray,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is very independent","medium build, long silky fur, flat face, short legs"
1142,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1143,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1144,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, loves to dig, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1145,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
1146,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
1147,Cat,Persian,Orange,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is a quiet companion, enjoys napping in sunbeams","medium build, long silky fur, flat face, short legs"
1148,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1149,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1150,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1151,Cat,Persian,Black,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string","medium build, long silky fur, flat face, short legs"
1152,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
1153,Cat,Persian,Brown,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to explore small spaces, enjoys being petted","medium build, long silky fur, flat face, short legs"
1154,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
1155,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1156,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1157,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
1158,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1159,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
1160,Cat,Persian,Black,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, has striking eyes","medium build, long silky fur, flat face, short legs"
1161,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, prefers quiet environments, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
1162,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1163,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1164,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1165,Cat,Persian,Black,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string","medium build, long silky fur, flat face, short legs"
1166,Cat,Persian,Orange,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a quiet companion","medium build, long silky fur, flat face, short legs"
1167,Cat,Persian,Gray,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys being petted","medium build, long silky fur, flat face, short legs"
1168,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
1169,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1170,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, prefers quiet environments, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1171,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1172,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1173,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1174,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1175,Cat,Persian,White,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, has soft fur, is a great mouser","medium build, long silky fur, flat face, short legs"
1176,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1177,Cat,Persian,Black,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys napping in sunbeams, enjoys being petted","medium build, long silky fur, flat face, short legs"
1178,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, enjoys being held gently, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
1179,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1180,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1181,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
1182,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1183,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
1184,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1185,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1186,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
1187,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1188,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1189,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is litter box trained, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1190,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is quite agile, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
1191,Cat,Persian,Brown,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string","medium build, long silky fur, flat face, short legs"
1192,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, prefers quiet environments, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1193,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
1194,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, prefers quiet environments, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
1195,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
1196,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1197,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1198,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is litter box trained, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1199,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
1200,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1201,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1202,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1203,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
1204,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, is litter box trained, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1205,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1206,Cat,Persian,Orange,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys being petted, enjoys napping in sunbeams","medium build, long silky fur, flat face, short legs"
1207,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1208,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
1209,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, loves to binky, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
1210,Cat,Persian,Black,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
1211,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
1212,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
1213,Cat,Persian,White,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
1214,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
1215,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
1216,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
1217,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
1218,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
1219,Cat,Persian,Gray,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a great mouser, enjoys napping in sunbeams","medium build, long silky fur, flat face, short legs"
1220,Cat,Persian,Black,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, has striking eyes","medium build, long silky fur, flat face, short legs"
1221,Cat,Persian,White,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to explore small spaces","medium build, long silky fur, flat face, short legs"
1222,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
1223,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1224,Cat,Persian,Brown,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys napping in sunbeams, has soft fur","medium build, long silky fur, flat face, short legs"
1225,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1226,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1227,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
1228,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
1229,Cat,Persian,Orange,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very independent, is a great mouser","medium build, long silky fur, flat face, short legs"
1230,Cat,Persian,Orange,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very independent, enjoys napping in sunbeams","medium build, long silky fur, flat face, short legs"
1231,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1232,Cat,Persian,White,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
1233,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1234,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1235,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is very curious about new things, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1236,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1237,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1238,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
1239,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1240,Cat,Persian,Black,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys grooming sessions, is very independent","medium build, long silky fur, flat face, short legs"
1241,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1242,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1243,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
1244,Cat,Persian,Orange,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to explore small spaces","medium build, long silky fur, flat face, short legs"
1245,Cat,Persian,Black,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is a quiet companion","medium build, long silky fur, flat face, short legs"
1246,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1247,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, prefers quiet environments, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
1248,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
1249,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1250,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is quite agile, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1251,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1252,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1253,Cat,Persian,Gray,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a bit mischievous, has striking eyes","medium build, long silky fur, flat face, short legs"
1254,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, loves to dig, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1255,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1256,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
1257,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1258,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, loves to dig, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1259,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1260,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1261,Cat,Persian,Gray,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs, loves to explore small spaces","medium build, long silky fur, flat face, short legs"
1262,Cat,Persian,Black,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string, is a bit mischievous","medium build, long silky fur, flat face, short legs"
1263,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
1264,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
1265,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
1266,Cat,Persian,Brown,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a bit mischievous, is playful at dawn and dusk","medium build, long silky fur, flat face, short legs"
1267,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, enjoys being held gently, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
1268,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1269,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
1270,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
1271,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1272,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
1273,Cat,Persian,Black,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is a quiet companion, is very independent","medium build, long silky fur, flat face, short legs"
1274,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1275,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1276,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, is very curious about new things, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
1277,Cat,Persian,Orange,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is playful at dawn and dusk","medium build, long silky fur, flat face, short legs"
1278,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
1279,Cat,Persian,Gray,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
1280,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1281,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
1282,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, is always grooming, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1283,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
1284,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1285,Cat,Persian,Gray,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string, is a quiet companion","medium build, long silky fur, flat face, short legs"
1286,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
1287,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1288,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1289,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
1290,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1291,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1292,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, enjoys being held gently, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1293,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
1294,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
1295,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1296,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
1297,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1298,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1299,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
1300,Cat,Persian,Black,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, has striking eyes","medium build, long silky fur, flat face, short legs"
1301,Cat,Persian,Brown,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string","medium build, long silky fur, flat face, short legs"
1302,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1303,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1304,Cat,Persian,Black,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to explore small spaces, is very independent","medium build, long silky fur, flat face, short legs"
1305,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1306,Cat,Persian,Gray,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is very independent, is a great mouser","medium build, long silky fur, flat face, short legs"
1307,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
1308,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1309,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
